"package","version","hash","analysis",""
"@firebase/firestore","2.3.10-canary.9c13da4fe","101dcad90ce7f4cee70455f59885e90d","not triaged",""
"@firebase/firestore","2.3.10-canary.ea25b2ea9","99ae61d553a437c3f36e4538a4276592","not triaged",""
"@firebase/firestore","2.3.9-canary.a075b5f60","fa77051faa1ecf37dab6797bb6647a39","not triaged",""
"@firebase/firestore-types","2.3.0-canary.a075b5f60","0bac10c2a1cba8b1b22d0778a976b513","not triaged",""
"@firebase/firestore-types","2.3.0-canary.ea25b2ea9","9ed2f1e1466e3ffdf9d8ae314a0fb4dc","not triaged",""
"@firebase/firestore-types","2.3.0-canary.9c13da4fe","422da9d41808da7a17bc0e58ecff16b2","not triaged",""
"@firebase/firestore-types","2.3.0-canary.2493c171e","462bfc419bf7731969cfdc26ee353497","not triaged",""
"@firebase/firestore-types","2.3.0-canary.bd50d8310","a77749944e6c25dc9d5ae9f4548335c4","not triaged",""
"@firebase/functions","0.6.14-canary.bd50d8310","0fc17dfc90b3920e59a980170108514a","not triaged",""
"@firebase/functions","0.6.14-canary.2493c171e","2faf14fbd1f6cbcfa203c48d5d1295b2","not triaged",""
"@firebase/functions","0.6.13-canary.a075b5f60","9c1128ecc24d3f05ceb2f521d6d2d689","not triaged",""
"@firebase/functions","0.6.14-canary.9c13da4fe","4af382b9c11946ad5718ae0508243cbc","not triaged",""
"@firebase/functions","0.6.14","6d15fa8e32bcb5311535fbcb2f816742","not triaged",""
"@firebase/functions","0.6.14-canary.ea25b2ea9","02217a68f4415b6d75f376fcb1c8f232","not triaged",""
"@firebase/functions-types","0.4.0-canary.ea25b2ea9","ae12112f1c9f0113344f03079edb2358","not triaged",""
"@firebase/functions-types","0.4.0-canary.a075b5f60","ae12112f1c9f0113344f03079edb2358","not triaged",""
"@firebase/functions-types","0.4.0-canary.9c13da4fe","ae12112f1c9f0113344f03079edb2358","not triaged",""
"@firebase/functions-types","0.4.0-canary.bd50d8310","ae12112f1c9f0113344f03079edb2358","not triaged",""
"@firebase/functions-types","0.4.0-canary.2493c171e","ae12112f1c9f0113344f03079edb2358","not triaged",""
"@firebase/installations","0.4.31-202162821943","7593f353c1865d49453c58d779b8f08b","not triaged",""
"@firebase/installations","0.4.31-canary.2493c171e","4906781841b90a3fa4f67137d0506929","not triaged",""
"@firebase/installations","0.4.31-canary.bd50d8310","143606a2ead6154da58f683296d7cd7c","not triaged",""
"@firebase/installations","0.4.31-canary.9c13da4fe","120c05d64570b1779e77074680fc7340","not triaged",""
"@firebase/installations","0.4.31-canary.ea25b2ea9","4bc4ee4a88fafb239d9e5e76690715d0","not triaged",""
"@firebase/installations","0.4.31","7396100c5975273c660ccf27b3078e0b","not triaged",""
"@firebase/installations","0.4.30-canary.a075b5f60","b61254e6c127b829a44b17511ecdfe36","not triaged",""
"@firebase/installations-types","0.3.4-canary.9fd3f5233","ce3a30b282e3f0267c9d0a7d55b10ee3","not triaged",""
"@firebase/installations-types","0.3.4-canary.9c13da4fe","6078088da756f2f6407db654b408b553","not triaged",""
"@firebase/installations-types","0.3.4-canary.2493c171e","a41f6ba99b4802f49c248781a29cbb10","not triaged",""
"@firebase/installations-types","0.3.4-canary.bd50d8310","e323e345c7dae61a748e888d637c1008","not triaged",""
"@firebase/installations-types","0.3.4-canary.ea25b2ea9","eceac3108890d416dd778941e33732db","not triaged",""
"@firebase/installations-types","0.3.4-canary.a075b5f60","722e95d6a2f9dfb16bf0a6810bcedef7","not triaged",""
"@firebase/logger","0.2.6-canary.2493c171e","d6a5d246bae3a70ab52619cc0af332ed","not triaged",""
"@firebase/logger","0.2.6-canary.9c13da4fe","d6a5d246bae3a70ab52619cc0af332ed","not triaged",""
"@firebase/logger","0.2.6-canary.a075b5f60","d6a5d246bae3a70ab52619cc0af332ed","not triaged",""
"@firebase/logger","0.2.6-canary.ea25b2ea9","d6a5d246bae3a70ab52619cc0af332ed","not triaged",""
"@firebase/messaging","0.7.15-canary.9c13da4fe","c007903cdc529f5cbe8a55c306377ea7","not triaged",""
"@firebase/messaging","0.7.15-canary.bd50d8310","14d2069b49b0f69c80b4100042c820f8","not triaged",""
"@firebase/messaging","0.7.15","d093a8b4075aaabf9af2975fcae40d43","not triaged",""
"@firebase/messaging","0.7.15-canary.2493c171e","2f11979a23f1350f3133da3078f5445b","not triaged",""
"@firebase/messaging","0.7.14-canary.a075b5f60","0a9ca98d9c8cae2c61bf1755405a5ffb","not triaged",""
"@firebase/messaging","0.7.15-canary.ea25b2ea9","dedc59c58d1527d84479ec7dc84f6bea","not triaged",""
"@firebase/messaging-types","0.5.0-canary.2493c171e","6bbe55276cccd2613491faf4f0a5efa5","not triaged",""
"@firebase/messaging-types","0.5.0-canary.bd50d8310","19098d31d24d55cd99c7c5f5a34b0573","not triaged",""
"@firebase/messaging-types","0.5.0-canary.9c13da4fe","6a01c40876d51d15a2322e90381698a1","not triaged",""
"@firebase/messaging-types","0.5.0-canary.ea25b2ea9","376ce0fc4f0e92f5b4b8cadad907a6cd","not triaged",""
"@firebase/messaging-types","0.5.0-canary.a075b5f60","c2cf4acadf9884daac55316f2ba32242","not triaged",""
"@firebase/performance","0.4.17","dd8109220bd6752d8930df5bd689690b","not triaged",""
"@firebase/performance","0.4.16-canary.a075b5f60","605e937c1fe15f879737d0fc2372485a","not triaged",""
"@firebase/performance","0.4.17-canary.ea25b2ea9","3a1b585ff1dc5e43a09a33b101476148","not triaged",""
"@firebase/performance","0.4.17-canary.9c13da4fe","1e6aed2d0817c2084b8596049dd02509","not triaged",""
"@firebase/performance","0.4.17-canary.bd50d8310","c735a6e0bd438a236cd22ec20bf0dc93","not triaged",""
"@firebase/performance","0.4.17-canary.2493c171e","bc7add3b3932c4067048d1889c6c11e9","not triaged",""
"@firebase/performance-types","0.0.13-canary.246ed9d6","cf7740c804161ca92900e18fc7fd85af","not triaged",""
"@firebase/performance-types","0.0.13-canary.a075b5f60","d6ad163d484738f6034b6ed7f0429dec","not triaged",""
"@firebase/performance-types","0.0.13-canary.ea25b2ea9","d6ad163d484738f6034b6ed7f0429dec","not triaged",""
"@firebase/performance-types","0.0.13-canary.9c13da4fe","d6ad163d484738f6034b6ed7f0429dec","not triaged",""
"@firebase/performance-types","0.0.13-canary.bd50d8310","d6ad163d484738f6034b6ed7f0429dec","not triaged",""
"@firebase/performance-types","0.0.13-canary.2493c171e","d6ad163d484738f6034b6ed7f0429dec","not triaged",""
"@firebase/polyfill","0.3.36-canary.246ed9d6","9791c96d728636e8fff506a910c2f53d","not triaged",""
"@firebase/polyfill","0.3.36-canary.a075b5f60","4155f8cd7aa9e50989d386a5ccbed0a9","not triaged",""
"@firebase/polyfill","0.3.36-canary.ea25b2ea9","4155f8cd7aa9e50989d386a5ccbed0a9","not triaged",""
"@firebase/polyfill","0.3.36-canary.9c13da4fe","4155f8cd7aa9e50989d386a5ccbed0a9","not triaged",""
"@firebase/polyfill","0.3.36-canary.2493c171e","4155f8cd7aa9e50989d386a5ccbed0a9","not triaged",""
"@firebase/polyfill","0.3.36-canary.bd50d8310","4155f8cd7aa9e50989d386a5ccbed0a9","not triaged",""
"@firebase/remote-config","0.1.41-canary.99526ac72","dcee9a350ccfe9570aeb7e3d931d0dfb","not triaged",""
"@firebase/remote-config","0.1.42","03746746acaf72d9d3adaf525a062b0d","not triaged",""
"@firebase/remote-config","0.1.42-canary.ea25b2ea9","65c1aabba5bd942d7c377658085f6497","not triaged",""
"@firebase/remote-config","0.1.42-canary.bd50d8310","a55cf8e699e1e267ef60968230617ff5","not triaged",""
"@firebase/remote-config","0.1.42-canary.2493c171e","7916bbd4a5de380c8d0f930e743e51c5","not triaged",""
"@firebase/remote-config","0.1.42-canary.9c13da4fe","a9c921786828250f0e83b9d07281f24c","not triaged",""
"@firebase/remote-config","0.1.41-canary.a075b5f60","fc5928a39c4f5714aff84d1f46d975a1","not triaged",""
"@firebase/remote-config-types","0.1.9-canary.2493c171e","8ec53891cec2aef57fe1c7e07fb3f1d8","not triaged",""
"@firebase/remote-config-types","0.1.9-canary.9c13da4fe","8ec53891cec2aef57fe1c7e07fb3f1d8","not triaged",""
"@firebase/remote-config-types","0.1.9-canary.ea25b2ea9","8ec53891cec2aef57fe1c7e07fb3f1d8","not triaged",""
"@firebase/remote-config-types","0.1.9-canary.a075b5f60","8ec53891cec2aef57fe1c7e07fb3f1d8","not triaged",""
"@firebase/rules-unit-testing","1.3.12-202162821943","230d789f4d863ac9274e9f4058b6ff8e","not triaged",""
"@firebase/rules-unit-testing","1.3.12-canary.bd50d8310","bf4e36170b8a7bb5258e469c76cfeb4b","not triaged",""
"@firebase/rules-unit-testing","1.3.12-canary.2493c171e","df06514ec4136e672d474bc44ee806be","not triaged",""
"@firebase/rules-unit-testing","1.3.12-canary.9c13da4fe","03b41a6f6c7d9f7f96cc3fd3f292fe83","not triaged",""
"@firebase/rules-unit-testing","1.3.12","f4f8dad3ad1638c0f6a347b14b539a9b","not triaged",""
"@firebase/rules-unit-testing","1.3.11-canary.a075b5f60","66726e149acd30070bd81ac9877c6ec0","not triaged",""
"@firebase/rules-unit-testing","1.3.12-canary.ea25b2ea9","bb4c403b85f172790c8ee15784633af6","not triaged",""
"@firebase/storage","0.6.1-canary.9c13da4fe","6f0a25648d75262546426f368247f1fb","not triaged",""
"@firebase/storage","0.6.1-canary.bd50d8310","0b5cd9a4910c33a592aa7043d116939c","not triaged",""
"@firebase/storage","0.6.1-canary.2493c171e","1eab61829da02c42c477d60bd7fe21b0","not triaged",""
"@firebase/storage","0.6.0-canary.a075b5f60","4d19a2f268bf9cb2459b8a08dd022533","not triaged",""
"@firebase/storage","0.6.1","766eb05a2f1b36c769e0bc7ce87d9574","not triaged",""
"@firebase/storage","0.6.1-canary.ea25b2ea9","d100c199aec309fac29eaff891160fb6","not triaged",""
"@firebase/storage-types","0.4.1-canary.e72e35142","0e4824212bc1f0ab1e0734f3a10fb6b5","not triaged",""
"@firebase/storage-types","0.4.1-canary.ea25b2ea9","81c105205dadc6e03a01ad5de5e68f5b","not triaged",""
"@firebase/storage-types","0.4.1-canary.a075b5f60","ce2593db17430e43836a4c94bbf93d48","not triaged",""
"@firebase/storage-types","0.4.1-canary.bd50d8310","cf6d3d2b553a0b28ae50ce725e267be0","not triaged",""
"@firebase/storage-types","0.4.1-canary.2493c171e","1654764aca4eaea6ccae08a4c075d2b7","not triaged",""
"@firebase/storage-types","0.4.1-canary.9c13da4fe","094b2b2f817bb2ada979c1c334ef42d6","not triaged",""
"@firebase/util","1.1.0-canary.a075b5f60","3520142f833949b0329d81a3d5e1e137","not triaged",""
"@firebase/util","1.2.0-canary.9c13da4fe","618603aacb017624a7616519b4e6628a","not triaged",""
"@firebase/util","1.2.0-canary.2493c171e","618603aacb017624a7616519b4e6628a","not triaged",""
"@firebase/util","1.2.0","618603aacb017624a7616519b4e6628a","not triaged",""
"@firebase/util","1.2.0-canary.bd50d8310","618603aacb017624a7616519b4e6628a","not triaged",""
"@firebase/webchannel-wrapper","0.5.1-canary.9c13da4fe","5c801f2dd9440442c62dea6052bbfdb0","not triaged",""
"@firebase/webchannel-wrapper","0.5.1-canary.2493c171e","5c801f2dd9440442c62dea6052bbfdb0","not triaged",""
"@firebase/webchannel-wrapper","0.5.1-canary.bd50d8310","5c801f2dd9440442c62dea6052bbfdb0","not triaged",""
"@firebase/webchannel-wrapper","0.5.1-canary.ea25b2ea9","5c801f2dd9440442c62dea6052bbfdb0","not triaged",""
"@firebase/webchannel-wrapper","0.5.1-canary.a075b5f60","5c801f2dd9440442c62dea6052bbfdb0","not triaged",""
"@firesoon/bc-bl-drawer-dip","1.0.1-6","52a18dd201053ad052f32603a1d6ac7c","not triaged",""
"@firesoon/bc-bl-drawer-dip","1.0.1-2","5864b4ca8c6009394f0649a74803b79a","not triaged",""
"@firesoon/bc-bl-drawer-dip","1.0.1-5","74164e2d40cbd7096dcdd1ce01fdee3e","not triaged",""
"@firesoon/bc-bl-drawer-dip","1.0.1-4","4acf4bdb5b8a63f48282dbbe5715feb1","not triaged",""
"@firesoon/bc-bl-drawer-fl","1.0.0-14","4e88178e1bdabc9945927694423a8097","not triaged",""
"@firesoon/bc-bl-drawer-fl","1.0.0-15","eb81e51919d07c72bcc20f87e02ca467","not triaged",""
"@firesoon/bc-bl-drawer-fl","1.0.0-17","34cb6bca79fb03c767b9ff263b495258","not triaged",""
"@firesoon/bc-bl-drawer-fl","1.0.0-16","34cb6bca79fb03c767b9ff263b495258","not triaged",""
"@firestone-hs/duels-leaderboard","1.0.4","a1e86a7d29fa205edcd3ecd797557626","not triaged",""
"@firestone-hs/reference-data","0.1.140","e0c3de81c1084f7120c7f78cd1906dae","not triaged",""
"@firestone-hs/reference-data","0.1.141","a2e6a28bd6bfe86962a3031925229b89","not triaged",""
"@fishbonenpm/cli-t","1.0.0","44411f0e002d5cf3ac20d2e3bf9ae4f1","not triaged",""
"@fishx/bundler-webpack","1.0.0-beta.9","ee0d3418ed6b4a20892577746e86dc25","not triaged",""
"@fishx/fishx-cli","1.0.0-beta.40","7c0cac1632ec3833f9c0e6abf10f8cf3","not triaged",""
"@fishx/preset-build-in","1.0.0-beta.35","769a2ca5241cec9b72b1f209952ff7ea","not triaged",""
"@fishx/preset-build-in","1.0.0-beta.36","4e5c4dc1b787fdff2c737e7376c13f6e","not triaged",""
"@fjedi/graphql-react-components","5.2.2","6d48f0f0ea2ed903014ae0bbd1fb7070","not triaged",""
"@fjedi/graphql-react-components","5.2.1","be7d83e489e8f7f33e2ac8976af08a02","not triaged",""
"@fjedi/graphql-react-components","5.2.0","7047c1f837a4d712be8063bae33cf151","not triaged",""
"@flamesx_128/ees","0.0.1","bcac25a85ab629659eac06630c843963","not triaged",""
"@flarehr/apollo-benefits","2.1.234","d59b63362ebc66d8913b3780656b70eb","not triaged",""
"@flarehr/apollo-personal-details-app","3.3.1","ebffd6c0952968b6bbf60b90aa7a83aa","not triaged",""
"@flarehr/apollo-personal-details-app","0.1.85","e471b9eea63f4acdca930e5ce3d51513","not triaged",""
"@flarehr/apollo-personal-details-app","0.1.84","30e5748d51b0fb41d77faa25b5e8b46b","not triaged",""
"@flarehr/apollo-personal-details-app","0.1.83","657a9008e45fbd5431c29e4321aca033","not triaged",""
"@flarehr/cars-calculator","2.1.234","3e738a13fb07441119298ed6ace313d6","not triaged",""
"@flarehr/superhero-fasttrack-middleware","0.1.119","658c627abb9259e5efeb5bee5732f698","not triaged",""
"@flarehr/superhero-fasttrack-middleware","0.1.117","658c627abb9259e5efeb5bee5732f698","not triaged",""
"@flarehr/superhero-fasttrack-middleware","0.1.111","658c627abb9259e5efeb5bee5732f698","not triaged",""
"@flarehr/superhero-fasttrack-middleware","0.1.120","658c627abb9259e5efeb5bee5732f698","not triaged",""
"@flarehr/superhero-fasttrack-middleware","0.1.109","658c627abb9259e5efeb5bee5732f698","not triaged",""
"@flarehr/superhero-fasttrack-middleware","0.1.122","658c627abb9259e5efeb5bee5732f698","not triaged",""
"@flarehr/superhero-fasttrack-middleware","0.1.114","658c627abb9259e5efeb5bee5732f698","not triaged",""
"@flarehr/superhero-fasttrack-middleware","0.1.115","658c627abb9259e5efeb5bee5732f698","not triaged",""
"@flarenetwork/ftso_price_provider_kick_off_package","0.0.3","f2c8201041dba5ff167fe75927e3f739","not triaged",""
"@flarenetwork/ftso_price_provider_kick_off_package","0.0.4","e0ac41ca115762347f8eb79766447f03","not triaged",""
"@flaschengeist/types","1.0.0-alpha.1","aa0bf4f6924f8cffb15f8e4854a538ba","not triaged",""
"@flaschengeist/types","1.0.0-alpha.2","8253984d64a06f8a1f302fa193783a7d","not triaged",""
"@flatjs/evolve","1.2.54","15ad257a16ac1a1d811b3ff92ef0e37c","not triaged",""
"@flexem/fc-designer","3.0.0-alpha.53","98264b73602837184af72f4febcfe0d5","not triaged",""
"@flexem/fc-designer","3.0.0-alpha.54","99618bb92e648b9dac0724ee3cc2a032","not triaged",""
"@flexem/rc-resize-observer","1.0.0","8516f8b21bfd754343dc343fb973b238","not triaged",""
"@flink-app/api-docs-plugin","0.2.0-beta.5","0754afd383700dda3a555270c57f095b","not triaged",""
"@flink-app/api-docs-plugin","0.2.0-beta.6","c7be980be81b1797e561d343ba662cb0","not triaged",""
"@flink-app/contentone-plugin","0.2.0-beta.5","50fae37097b09d664fe2a12166e4812b","not triaged",""
"@flink-app/contentone-plugin","0.2.0-beta.6","45662aeb6387d05631c3f22cb6097f70","not triaged",""
"@flink-app/email-plugin","0.2.0-beta.5","26630a78b3318d05eebb2348d56d5c4c","not triaged",""
"@flink-app/email-plugin","0.2.0-beta.6","cfb0db609a2c8ec1719f1f59622908bf","not triaged",""
"@flink-app/firebase-messaging-plugin","0.2.0-beta.5","82398f8aca595da5a9b319347bc665b8","not triaged",""
"@flink-app/firebase-messaging-plugin","0.2.0-beta.6","2bed7a01a712b017da1f15896358721b","not triaged",""
"@flink-app/flink","0.2.0-beta.5","15361269afd8c2a2b79ccb450fc9afee","not triaged",""
"@flink-app/flink","0.2.0-beta.6","0232d9948b2cb4bc7500c3d98b10058d","not triaged",""
"@flink-app/generic-auth-plugin","0.2.0-beta.5","7532fb09c259ca28d41b767e740fedae","not triaged",""
"@flink-app/generic-auth-plugin","0.2.0-beta.6","17a2105869f927eff30ffdcd79baa6af","not triaged",""
"@flink-app/generic-request-plugin","0.2.0-beta.5","1f609b89376b4c04cb03ec8848c6ecc2","not triaged",""
"@flink-app/generic-request-plugin","0.2.0-beta.6","fc33540f0f638dc76f98f64a016161ef","not triaged",""
"@flink-app/jwt-auth-plugin","0.2.0-beta.5","9cedc98b59851aa919f4af4a840e585d","not triaged",""
"@flink-app/jwt-auth-plugin","0.2.0-beta.6","3c16309d7b9d4225850125121d1e6588","not triaged",""
"@flink-app/management-api-plugin","0.2.0-beta.5","1af42554463746a6d8fcc39e2381890f","not triaged",""
"@flink-app/management-api-plugin","0.2.0-beta.6","4776cd4894a665fe35f4699285b068aa","not triaged",""
"@flink-app/static-files-plugin","0.2.0-beta.5","ff0e992a31b0b334a4a70528977a6896","not triaged",""
"@flink-app/static-files-plugin","0.2.0-beta.6","1641121f1b358464b0ddd96e557ebc5c","not triaged",""
"@flink-app/test-utils","0.2.0-beta.5","cbc49e8ca5d107113bbe58ac83f73d03","not triaged",""
"@flink-app/test-utils","0.2.0-beta.6","e7fe79e72991370cf3541fc27d51e14f","not triaged",""
"@flipdish/api-client-typescript","1.1.426","3e1c3589d78c4f124deea21c5ea01da2","not triaged",""
"@flipdish/api-client-typescript","1.1.427","bb0b0567a31b0708c8ef5d202381d460","not triaged",""
"@flowcards/core","2.1.2","67da080cfe8c868bbff6f922b4be9366","not triaged",""
"@flowcards/core","2.1.1","c272073dadf3e7df2252409dc88686b7","not triaged",""
"@flowcards/core","2.1.0","5332c6b8c1b62e229fec8d242b9ece3b","not triaged",""
"@flowcards/react","2.1.2","a0de6ac4c02d629ea05ca03784de3e4f","not triaged",""
"@flowcards/react","2.1.1","dcf31e7a86309d570283f5d9f4ee862f","not triaged",""
"@flowcards/react","2.1.0","377c58b450244d5324a2eb03a917512b","not triaged",""
"@flowlist/vue-listview","3.7.3","a6bf59b341be63d2a97c3bacc8df7c57","not triaged",""
"@flowlist/vue-listview","3.7.4","b16e601d89aa485e86005a42b96db4bd","not triaged",""
"@fluencelabs/aqua-cli","0.1.10-187","3945dfee4331ca54952887d804deab65","not triaged",""
"@fluencelabs/aqua-cli","0.1.10-188","9cc0595d24b05d385fe47b390760f919","not triaged",""
"@fluencelabs/fluence","0.9.14-new-api.2","4f502133fd98659d7241eec841bbbe5c","not triaged",""
"@fluencelabs/fluence","0.9.14-new-api.4","149314c104c996c2faf179972b7ae65f","not triaged",""
"@fluencelabs/fluence","0.9.14-new-api.3","149314c104c996c2faf179972b7ae65f","not triaged",""
"@fluentui-react-native/button","0.17.17","d54a60ac0b1b468dcd1effa4de6b9445","not triaged",""
"@fluentui-react-native/button","0.17.18","63fa0b66b327fb876335a8c31f4a845d","not triaged",""
"@fluentui-react-native/callout","0.16.8","1f9f9c5bb20883f09a2d845aa8d3e80d","not triaged",""
"@fluentui-react-native/checkbox","0.11.19","9292a2a6b3dda84971e768d9f308d4af","not triaged",""
"@fluentui-react-native/contextual-menu","0.9.14","25975ed28b4721d1318fa387249b3ff5","not triaged",""
"@fluentui-react-native/experimental-activity-indicator","0.2.9","8ea0d9ac18567c89e9444663d547cf08","not triaged",""
"@fluentui-react-native/experimental-activity-indicator","0.2.10","a3edff513bba3e2a5a6ffe4e8256454d","not triaged",""
"@fluentui-react-native/experimental-avatar","0.9.15","3ac7376743c3a2d880db5943b13bb85e","not triaged",""
"@fluentui-react-native/experimental-button","0.7.10","68d7b2a77d71096b7bdf530939772c4e","not triaged",""
"@fluentui-react-native/experimental-button","0.7.11","387c976a4d196b2705539ad8a4958292","not triaged",""
"@fluentui-react-native/experimental-native-button","0.6.16","9ec8766f1fb9172914679eb518368523","not triaged",""
"@fluentui-react-native/experimental-native-button","0.6.17","2d900ed223831aa698ab41838f976da4","not triaged",""
"@fluentui-react-native/experimental-shimmer","0.3.15","bdf69ed25289dd93c4b0d48260eec451","not triaged",""
"@fluentui-react-native/experimental-shimmer","0.3.16","598b8e44d03e59e3fc649359052eb366","not triaged",""
"@fluentui-react-native/experimental-text","0.5.15","935225038f21a9a4b9aa36681fa987b0","not triaged",""
"@fluentui-react-native/focus-trap-zone","0.7.19","76ecde40d4ed6e602f794bc1baf3ac9d","not triaged",""
"@fluentui-react-native/focus-trap-zone","0.7.20","e733e17ff28c58815098e368096e5ace","not triaged",""
"@fluentui-react-native/focus-zone","0.6.8","04db74ef560ae5cbe6594d87f88855ca","not triaged",""
"@fluentui-react-native/focus-zone","0.6.9","f0f6722d5e2ba6b1ba89f5a54f5af991","not triaged",""
"@fluentui-react-native/framework","0.5.16","7139c245b588fc91de82dc3144b463fe","not triaged",""
"@fluentui-react-native/framework","0.5.17","3432fb27357545decd4d057b2742220a","not triaged",""
"@fluentui-react-native/icon","0.7.15","07d2c9cc8237caf229f653472b784e78","not triaged",""
"@fluentui-react-native/icon","0.7.16","0db7b766ca533635d83132409e0a465b","not triaged",""
"@fluentui-react-native/interactive-hooks","0.10.18","e48a1ab3107dc88ce2413a1624f3f599","not triaged",""
"@fluentui-react-native/interactive-hooks","0.10.19","55aa36769f6d68ee7a8feee1b1811dbc","not triaged",""
"@fluentui-react-native/link","0.12.21","29227a4fe71157e8037033e0b8e411e5","not triaged",""
"@fluentui-react-native/menu-button","0.2.15","50250440e06afaf9c2b49f67ae502a2f","not triaged",""
"@fluentui-react-native/menu-button","0.2.16","5dfd37f119860d1abf825828ce9175f9","not triaged",""
"@fluentui-react-native/pressable","0.6.20","651d1dbfe614ae86a7fbebd084cc0571","not triaged",""
"@fluentui-react-native/radio-group","0.10.20","cbe159ffd9f070cc0056e359ef4db6ad","not triaged",""
"@fluentui-react-native/separator","0.10.15","dfbcbc1c456dce110a802ef76b2f9534","not triaged",""
"@fluentui-react-native/tester","0.33.3","afa65d2ddc59e804bb15cce43319ed84","not triaged",""
"@fluentui-react-native/tester","0.33.4","71f49288a9cff0e6aaa002291e4cc1d0","not triaged",""
"@fluentui-react-native/tester-win32","0.11.9","107c0569f9d16556550dcfd59b7d2bb2","not triaged",""
"@fluentui/azure-themes","8.1.46","ce7cd91b674587b868eb695048d313f1","not triaged",""
"@fluentui/common-styles","1.0.13","c8745d0395d7abee3be93963ffe01ef6","not triaged",""
"@fluentui/font-icons-mdl2","8.1.7","8bd7843495dc2f78bd8bb2f295f90b6d","not triaged",""
"@fluentui/foundation-legacy","8.1.7","6f265f85f3e51eeee8aff2483e9e458a","not triaged",""
"@fluentui/react","8.25.0","7497bdc9e031caeb3cc4d03d56564334","not triaged",""
"@fluentui/react-cards","0.200.7","73d5ad15740210b70e00b9a658c557ac","not triaged",""
"@fluentui/react-cards","0.200.8","835ed887fee76c26b5a959cef0e10df7","not triaged",""
"@fluentui/react-charting","5.3.18","b3c9d0d01123fc8cc54090abf5b1898d","not triaged",""
"@fluentui/react-date-time","8.1.46","ca7ce21552ffcc2b288905e24b9cbfab","not triaged",""
"@fluentui/react-docsite-components","8.3.7","74012bc36da74a9a796e75d2923cdc4d","not triaged",""
"@fluentui/react-experiments","8.1.49","c0c51c0cc5ebdaa47b54790903a5cc7a","not triaged",""
"@fluentui/react-file-type-icons","8.2.0","002f07aae6ac4bc20b6dfc47b7ff173b","not triaged",""
"@fluentui/react-file-type-icons","8.2.1","96aae00232783eac28ec0fde900c4a9e","not triaged",""
"@fluentui/react-focus","8.1.9","e2d8bb56099d0b92b3faaa34dc06f822","not triaged",""
"@fluentui/react-icon-provider","1.1.7","793d474aa9764249d4aba691977c9ea9","not triaged",""
"@fluentui/react-icons-mdl2","1.1.7","b8f21183015e621c4140375960fe01ce","not triaged",""
"@fluentui/react-icons-mdl2-branded","1.1.7","b924dfb060f22bd84727d4e67306c11a","not triaged",""
"@fluentui/react-monaco-editor","1.1.45","d2de0a1d5d0049cb1ee0739398c1c87c","not triaged",""
"@fluentui/react-monaco-editor","1.1.46","4117fad0e965f827aabc8c9bd43f7d61","not triaged",""
"@fluentui/react-native","0.24.18","f4382a220e7ff9419b374a9b13469919","not triaged",""
"@fluentui/react-tabs","1.0.0-beta.133","45990674c7e53163e61fcdd5b2c178e6","not triaged",""
"@fluentui/react-tabs","1.0.0-beta.134","6642c9edb25087b51f956b1b68a7ab8c","not triaged",""
"@fluentui/react-toggle","1.0.0-beta.131","ef8e35a9a813e03eb72bb9e65afe6335","not triaged",""
"@fluentui/react-toggle","1.0.0-beta.132","26f87c5d4a74a338b3500beb00392f6e","not triaged",""
"@fluentui/scheme-utilities","8.1.4","4979fab208e83fa99534766a429d8c04","not triaged",""
"@fluentui/scheme-utilities","8.1.5","07bb003a46eb768452c963a13afaa59f","not triaged",""
"@fluentui/style-utilities","8.2.0","49f1e9962ea25bc4e8034cefbcea7481","not triaged",""
"@fluentui/style-utilities","8.2.1","371df12c9fec93a3c49e293827a9c464","not triaged",""
"@fluentui/theme","2.1.4","891b5a587ed61246ab873e8854ff4563","not triaged",""
"@fluentui/theme","2.2.0","f15dfd7f60ab2d8e8e2b4bb158807219","not triaged",""
"@fluentui/theme-samples","8.1.46","f7d153a8cc5259ea71f58ef691575086","not triaged",""
"@fluffyporkbuns/bootstrap-accessible","5.0.3","0bb84d0b9f02e9b5ad07f003a6ba11bb","not triaged",""
"@fluffyporkbuns/bootstrap-accessible","5.0.2","2aaad5525cd317054777448dda642792","not triaged",""
"@fluidframework/eslint-config-fluid","0.23.0","8cc93aca199f6ee0ba185f4149c3d126","not triaged",""
"@fluidframework/eslint-config-fluid","0.24.0-31524","df48c227888b050e075eafbf307a4728","not triaged",""
"@fluido/text-width","0.0.1","7280ddb77f5d13dfc6b313771cd498c2","not triaged",""
"@fmpanelli/sheets-reader","5.0.1","cea698c54ec0614d4e3163ae20d14c84","not triaged",""
"@fnndsc/chrisapi","1.5.2","c0867e70227c7a93c9a4425502f2249a","not triaged",""
"@fnndsc/chrisapi","1.5.3","a4f031a2287953858c4d9d7f0e07ad5f","not triaged",""
"@folkforms/prx","0.0.4","980d1e06a474bc6084166061fc019859","not triaged",""
"@folkforms/prx","0.0.5","1574f3c720dcff9ae7dda112140e66e5","not triaged",""
"@folkforms/prx","0.0.3","861f1c0f0cb7ed38a82f5928c44f92c6","not triaged",""
"@foo-software/content","0.1.299","9f45fe9313848ee385abfa1b73b586ae","not triaged",""
"@forad/puppeteer-humanize","1.0.0","420b995e56efd1cfe494faf04cc7b15b","not triaged",""
"@forge/bundler","1.0.14-next.0","fb8b1a17083b1c5ffbc5e3d3ae1d2f82","not triaged",""
